suite,test,module,old expectation,current canonical behavior,classification,required action,historical implementation used?,current-production invariant?,fixture purpose,fixture enrichment required?,post-fix result,PASS/FAIL
server/tools/test_run14_disabled_method_functional.py,B4.5: a fault in an isolated copy changes its behaviour  UNPROVEN: no mutation changed behaviour,B4.5 Decision Sensitivity Matrix,"v19 ranked today's absolute cpi and spi deviations and docRiskScore*50 by size, perturbing and recomputing nothing",weighted-additive model perturbed over a declared range with exact ranking-crossover solving; abstains canonical_decision_structure_absent when decisionSensitivityModel is absent,HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,"Run 14 established that a DISABLED module's shipped arithmetic was still functional and still a proxy; the finding is about the v19 implementation, not about v20",NO,113/113 checks passed,PASS
server/tools/test_run14_disabled_method_functional.py,"B4.6: the project is reported dominated and not efficient, derived by hand  (None, None)",B4.6 Pareto Frontier Analysis,v19 reported threshold booleans over a single project and called the project dominated,same dominance relation as B4.1 asked of the governed trade space; abstains canonical_decision_structure_absent when decisionAlternatives is absent,HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,"Run 14 established that a DISABLED module's shipped arithmetic was still functional and still a proxy; the finding is about the v19 implementation, not about v20",NO,113/113 checks passed,PASS
server/tools/test_run14_disabled_method_functional.py,B4.6: and the reading is Red  None,B4.6 Pareto Frontier Analysis,v19 reported threshold booleans over a single project and called the project dominated,same dominance relation as B4.1 asked of the governed trade space; abstains canonical_decision_structure_absent when decisionAlternatives is absent,HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,"Run 14 established that a DISABLED module's shipped arithmetic was still functional and still a proxy; the finding is about the v19 implementation, not about v20",NO,113/113 checks passed,PASS
server/tools/test_run14_disabled_method_functional.py,B4.6: a fault in an isolated copy changes its behaviour  UNPROVEN: no mutation changed behaviour,B4.6 Pareto Frontier Analysis,v19 reported threshold booleans over a single project and called the project dominated,same dominance relation as B4.1 asked of the governed trade space; abstains canonical_decision_structure_absent when decisionAlternatives is absent,HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,"Run 14 established that a DISABLED module's shipped arithmetic was still functional and still a proxy; the finding is about the v19 implementation, not about v20",NO,113/113 checks passed,PASS
server/tools/test_run19_category_10.py,[10.3] structure: the module reports which of its rules were violated by name,B4.3 Constraint Satisfaction Analysis,"v19 evaluated a hard-coded four-rule checklist of fixed thresholds on cpi, spi and docRiskScore and reported how many of four held","variables, domains and a real constraint network; every complete assignment classified feasible or infeasible; abstains when constraintSatisfactionProblem is absent",HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run19_category_10.py,[10.3] known-answer: a project meeting every rule satisfies four of four,B4.3 Constraint Satisfaction Analysis,"v19 evaluated a hard-coded four-rule checklist of fixed thresholds on cpi, spi and docRiskScore and reported how many of four held","variables, domains and a real constraint network; every complete assignment classified feasible or infeasible; abstains when constraintSatisfactionProblem is absent",HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run19_category_10.py,[10.3] known-answer: a project failing every rule satisfies none,B4.3 Constraint Satisfaction Analysis,"v19 evaluated a hard-coded four-rule checklist of fixed thresholds on cpi, spi and docRiskScore and reported how many of four held","variables, domains and a real constraint network; every complete assignment classified feasible or infeasible; abstains when constraintSatisfactionProblem is absent",HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run19_category_10.py,[10.3] invariant: the satisfaction rate is monotone as rules begin to fail,B4.3 Constraint Satisfaction Analysis,"v19 evaluated a hard-coded four-rule checklist of fixed thresholds on cpi, spi and docRiskScore and reported how many of four held","variables, domains and a real constraint network; every complete assignment classified feasible or infeasible; abstains when constraintSatisfactionProblem is absent",HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run19_category_10.py,"[10.3] boundary: exactly at a rule boundary the rule is satisfied, since the declared comparison is inclusive",B4.3 Constraint Satisfaction Analysis,"v19 evaluated a hard-coded four-rule checklist of fixed thresholds on cpi, spi and docRiskScore and reported how many of four held","variables, domains and a real constraint network; every complete assignment classified feasible or infeasible; abstains when constraintSatisfactionProblem is absent",HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run19_category_10.py,"[10.3] the renamed rule still names the comparison it makes and still fires on the same projects, so a false attribution was removed and no boundary moved",B4.3 Constraint Satisfaction Analysis,"v19 evaluated a hard-coded four-rule checklist of fixed thresholds on cpi, spi and docRiskScore and reported how many of four held","variables, domains and a real constraint network; every complete assignment classified feasible or infeasible; abstains when constraintSatisfactionProblem is absent",HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run19_category_10.py,[10.4] structure: four named scenarios are reported with a forecast for each,B4.4 What-If Scenario Matrix,"v19 ran several EAC formulas over cpi and reported them as named scenarios, carrying no action identity at all","a complete governed action-by-scenario matrix compared cell by cell, applying no decision rule and naming no action; abstains when actionScenarioMatrix is absent",HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run19_category_10.py,"[10.4] known-answer: the base scenario is budget over the cost index -- got None, oracle 1250.0, tol 1.0",B4.4 What-If Scenario Matrix,"v19 ran several EAC formulas over cpi and reported them as named scenarios, carrying no action identity at all","a complete governed action-by-scenario matrix compared cell by cell, applying no decision rule and naming no action; abstains when actionScenarioMatrix is absent",HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run19_category_10.py,"[m_10_4] CRASH-CLEARED: section raised TypeError(""'<' not supported between instances of 'NoneType' and 'NoneType'"")",B4.4 What-If Scenario Matrix,v19 ran several EAC formulas over cpi and reported them as named scenarios,a complete governed action-by-scenario matrix; abstains when actionScenarioMatrix is absent,HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run19_category_10.py,"[10.7] missingness: the abstention names the missing structure as courses of action scored against future states, without inventing one",B4.7 Minimax Regret Decision Rule (formerly Regret Minimization Index),v19 emitted a generic missing-structure sentence for an index that had no payoff matrix,"minimax regret over a governed payoff or cost matrix, returning the tie set and choosing nothing; abstains canonical_decision_structure_absent when actionScenarioMatrix is absent",HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run19_category_10.py,[REGISTER] every registered defect was actually evaluated this run -- never evaluated: ['10.4/action-identity'],B4.4 What-If Scenario Matrix,Run 19 registered defect 10.4/action-identity against the v19 scenario formulas,the registered defect is resolved by construction: the canonical method requires action identity in the governed structure or it abstains,HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the assertion describes v19 only; the standing v20 invariant asserted alongside it is that no production route reaches this behaviour,Run 19's complete Category-10 scientific audit recorded what the v19 implementations actually did against the canonical specification; the record is the finding,NO,87/87 checks passed,PASS
server/tools/test_run27_parsimony_proofs.py,"B4.3's rule set is four fixed threshold tests, not a constraint network :: 0",B4.3 Constraint Satisfaction Analysis,"v19's four rules included the redundant pair CPI>=0.90 and CPI>0.80, giving cost half the weight; Run 27 proved the redundancy by counting the fixed threshold tests","a governed constraint network with declared variables and domains; no fixed threshold test exists to count, and the module abstains without the structure",HISTORICAL_ONLY,"execute the preserved v19 runner in run32_historical_cat10.py, reproduce the original assertion unchanged against it, then assert_not_reachable proving v20 production reaches it on no route",YES - run32_historical_cat10.py preserved v19 runner,NO - the parsimony finding is about the v19 rule set; the standing v20 invariant is that no production route reaches it,Run 27 proved non-parsimony in the shipped v19 rule set by counting its threshold tests; the finding is a property of that rule set,NO,31/31 checks passed,PASS
server/tools/test_courses_of_action.py,"and its stable reason names a missing structure, not a missing figure, on a project that is genuinely missing a figure  [canonical_structure_absent]",B4.7 Minimax Regret Decision Rule,"B4.7 abstains with the stable code canonical_decision_structure_absent, the same code B2.18 MARCOS and B2.19 CRITIC-TOPSIS emit for the same decisionAlternatives object","models_cat10 emitted the GENERIC canonical_structure_absent, losing the decision-structure distinction three suites correctly rely on",GENUINE_REGRESSION,"fix production models_cat10._abstain to emit ABSTAIN_DECISION_STRUCTURE_ABSENT (canonical_decision_structure_absent), the established code for a method whose defining structure is a decision structure; no test weakened",NO,YES - every Category-10 abstention emits canonical_decision_structure_absent; this invariant is preserved and fault-injected,to pin the stable machine-readable abstention code as a named field rather than a sentence a reader must parse,NO,24/24 checks passed,PASS
server/tools/test_six_fixes.py,"and the stable code names the structure that is missing, beside the sentence and never inside it  [canonical_structure_absent]",B4.7 Minimax Regret Decision Rule,"B4.7 abstains with the stable code canonical_decision_structure_absent, the same code B2.18 MARCOS and B2.19 CRITIC-TOPSIS emit for the same decisionAlternatives object","models_cat10 emitted the GENERIC canonical_structure_absent, losing the decision-structure distinction three suites correctly rely on",GENUINE_REGRESSION,"fix production models_cat10._abstain to emit ABSTAIN_DECISION_STRUCTURE_ABSENT (canonical_decision_structure_absent), the established code for a method whose defining structure is a decision structure; no test weakened",NO,YES - every Category-10 abstention emits canonical_decision_structure_absent; this invariant is preserved and fault-injected,to pin the stable machine-readable abstention code as a named field rather than a sentence a reader must parse,NO,24/24 checks passed,PASS
server/tools/test_run6_known_answer.py,regret minimization: the stable reason names the structure the corpus does not contain  [expected 'canonical_decision_structure_absent' got 'canonical_structure_absent'],B4.7 Minimax Regret Decision Rule,"B4.7 abstains with the stable code canonical_decision_structure_absent, the same code B2.18 MARCOS and B2.19 CRITIC-TOPSIS emit for the same decisionAlternatives object","models_cat10 emitted the GENERIC canonical_structure_absent, losing the decision-structure distinction three suites correctly rely on",GENUINE_REGRESSION,"fix production models_cat10._abstain to emit ABSTAIN_DECISION_STRUCTURE_ABSENT (canonical_decision_structure_absent), the established code for a method whose defining structure is a decision structure; no test weakened",NO,YES - every Category-10 abstention emits canonical_decision_structure_absent; this invariant is preserved and fault-injected,to pin the stable machine-readable abstention code as a named field rather than a sentence a reader must parse,NO,488/488 checks passed,PASS
server/tools/test_run20_cycle8_arch3_clusters.py,"B4.3: every declared fact is one the module's result actually moves for  [declared ['ac', 'ev', 'pv'] material []]",B4.3 Constraint Satisfaction Analysis,"B4.3's lineage record declared derived_index_reads (cost index, schedule index) into the earned-value body as CORRELATED, and the execution probe moved it for them","B4.3 routes into canonical_v7, reads a governed constraintSatisfactionProblem and no index at all, so the declared facts are no longer material and the declaration asserts a dependence that has stopped existing",GENUINE_REGRESSION,"REMOVE the stale B4.3 lineage record from production lineage.py, on the identical precedent Run 30 set for the eleven Category-7 records and Run 31 for B3.2, B3.4 and B3.5; historical declared reads preserved in the block comment where the record stood; lineage_status now derives LINEAGE_UNRESOLVED, the truthful state",NO,YES - no production lineage record declares any derived-index read; a false CORRELATED edge into the earned-value body would let a consumer suppress corroboration that is really there,"Run 20 cycle 8 established that a module's evidence is what its result MOVES for, never the field list its preflight demands",NO,109/109 checks passed,PASS
server/tools/test_run20_cycle8_arch3_clusters.py,no declared fact is one the module does not read  [3],B4.3 Constraint Satisfaction Analysis,"B4.3's lineage record declared derived_index_reads (cost index, schedule index) into the earned-value body as CORRELATED, and the execution probe moved it for them","B4.3 routes into canonical_v7, reads a governed constraintSatisfactionProblem and no index at all, so the declared facts are no longer material and the declaration asserts a dependence that has stopped existing",GENUINE_REGRESSION,"REMOVE the stale B4.3 lineage record from production lineage.py, on the identical precedent Run 30 set for the eleven Category-7 records and Run 31 for B3.2, B3.4 and B3.5; historical declared reads preserved in the block comment where the record stood; lineage_status now derives LINEAGE_UNRESOLVED, the truthful state",NO,YES - no production lineage record declares any derived-index read; a false CORRELATED edge into the earned-value body would let a consumer suppress corroboration that is really there,"Run 20 cycle 8 established that a module's evidence is what its result MOVES for, never the field list its preflight demands",NO,109/109 checks passed,PASS
server/tools/test_run22_production_tree_completeness.py,"with the checkout unmodified the guard reports no added, removed, changed or renamed production file","Category 10 production surface (canonical_v7.py, models_cat10.py, lineage.py)",the production tree matches the Run-31 pass-1 pin exactly,"Run 32 ADDED canonical_v7.py and models_cat10.py and CHANGED project_data.py, models.py and lineage.py, all owner-authorised for the Category-10 scope",TEST_INFRASTRUCTURE_DEFECT,"advance the pin through the GOVERNED mechanism: turn the guard RED first and observe it naming exactly the differing files, declare the two new files in server/tools/run32_production_changes.py, then re-pin code_audit/run32_production_tree.sha256; the Run-31 parent manifest is NOT rewritten and no path appears in two manifests",NO,"YES - the union of all manifests still equals the differing set EXACTLY, no path appears in two, and the freeze may only widen",to hold the frozen production surface so an undeclared analytical change cannot ship; the guard is designed to go RED on any new or changed production file,NO,44/44 checks passed,PASS
